# Program:featureCounts v1.4.6-p3; Command:"subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "2" "-a" "annotation.gff" "-o" "counts_all_illumina.txt" "SRR10379721.bam" "SRR10379722.bam" "SRR10379724.bam" "SRR10379725.bam" "SRR10379726.bam" "SSR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379721.bam	SRR10379722.bam	SRR10379724.bam	SRR10379725.bam	SRR10379726.bam	SSR10379723.bam
gene-SAOUHSC_01661	CP000253.1	1573690	1574367	-	678	5279	4294	3613	4048	420	3826
gene-SAOUHSC_01662	CP000253.1	1574498	1575604	-	1107	36774	27485	22605	17502	3634	23110
gene-SAOUHSC_01663	CP000253.1	1575828	1577627	-	1800	30159	20805	13463	11887	1512	20155
gene-SAOUHSC_01664	CP000253.1	1577688	1578506	-	819	2561	1821	2807	2811	472	1773
gene-SAOUHSC_01665	CP000253.1	1578517	1579056	-	540	1383	850	1576	1469	105	988
gene-SAOUHSC_01666	CP000253.1	1579475	1580866	+	1392	30520	26412	74427	69546	12899	18966
gene-SAOUHSC_01667	CP000253.1	1581016	1581762	-	747	5121	3687	3072	3015	469	3995
gene-SAOUHSC_01668	CP000253.1	1581790	1582464	-	675	5349	3669	3088	3024	283	3977
gene-SAOUHSC_01669	CP000253.1	1582589	1582765	+	177	521	406	297	395	18	353
gene-SAOUHSC_01670	CP000253.1	1582690	1583094	-	405	1765	1096	1097	1016	51	1161
gene-SAOUHSC_01671	CP000253.1	1583105	1583449	-	345	1216	668	898	864	52	915
gene-SAOUHSC_01672	CP000253.1	1583452	1583919	-	468	2858	2000	2089	2344	222	1873
gene-SAOUHSC_01673	CP000253.1	1583920	1584867	-	948	4525	3220	4679	5969	637	3168
gene-SAOUHSC_01675	CP000253.1	1585171	1585869	-	699	32930	24956	28852	34969	11922	19627
gene-SAOUHSC_01676	CP000253.1	1585886	1586875	-	990	32389	23738	29694	28135	8636	18861
gene-SAOUHSC_01677	CP000253.1	1586893	1587576	-	684	17064	12723	17654	15707	3186	11066
gene-SAOUHSC_01678	CP000253.1	1587820	1587996	-	177	32815	26430	39726	18607	3092	19488
gene-SAOUHSC_01679	CP000253.1	1588289	1589635	-	1347	11064	12342	11466	13945	2122	7938
gene-SAOUHSC_01680	CP000253.1	1589642	1590394	-	753	3313	3703	2663	3171	322	2507
gene-SAOUHSC_01681	CP000253.1	1590396	1591334	-	939	37891	42475	10565	5621	1138	29582
gene-SAOUHSC_01682	CP000253.1	1591338	1592477	-	1140	30487	40987	9291	5258	1444	26669
gene-SAOUHSC_01683	CP000253.1	1592613	1594445	-	1833	608698	675012	111189	25784	5865	450816
gene-SAOUHSC_01684	CP000253.1	1594514	1595140	-	627	164939	192332	30204	5880	195	128983
gene-SAOUHSC_01685	CP000253.1	1595172	1596149	-	978	121678	126541	26557	4302	214	105298
gene-SAOUHSC_01686	CP000253.1	1596250	1597374	-	1125	1745	1518	926	1133	212	1402
gene-SAOUHSC_01687	CP000253.1	1597626	1597754	-	129	491	468	400	551	484	378
gene-SAOUHSC_01688	CP000253.1	1597937	1599760	-	1824	13783	9992	12163	12198	2474	11164
gene-SAOUHSC_01689	CP000253.1	1600106	1600357	+	252	8704	7861	10648	11616	446	6299
gene-SAOUHSC_01690	CP000253.1	1600402	1601376	-	975	4709	3112	1406	1434	90	4350
gene-SAOUHSC_01691	CP000253.1	1601433	1603580	-	2148	1898	1488	1789	1964	195	1592
gene-SAOUHSC_01692	CP000253.1	1603639	1604070	-	432	2185	1955	3703	4088	430	1445
gene-SAOUHSC_01693	CP000253.1	1604192	1604878	-	687	1283	951	881	1061	117	1013
gene-SAOUHSC_01694	CP000253.1	1604918	1605634	-	717	5013	3933	6273	6096	592	3556
gene-SAOUHSC_01695	CP000253.1	1605637	1605990	-	354	3345	2914	3911	5412	895	2450
gene-SAOUHSC_01696	CP000253.1	1605991	1606575	-	585	2900	2834	4912	6294	1571	2232
gene-SAOUHSC_01697	CP000253.1	1606565	1607134	-	570	2781	2224	2674	3692	633	2111
gene-SAOUHSC_01698	CP000253.1	1607137	1607427	-	291	631	532	706	686	48	477
gene-SAOUHSC_01699	CP000253.1	1607431	1608237	-	807	1959	1521	2067	2263	281	1436
gene-SAOUHSC_01700	CP000253.1	1608251	1609351	-	1101	4003	3200	3909	4054	526	2800
gene-SAOUHSC_01701	CP000253.1	1609352	1609879	-	528	1892	1603	1936	2295	213	1491
gene-SAOUHSC_01702	CP000253.1	1609899	1610585	-	687	1744	1448	2040	2121	140	1208
gene-SAOUHSC_01703	CP000253.1	1610631	1610792	-	162	2	2	3	17	1	5
gene-SAOUHSC_01704	CP000253.1	1610899	1611168	+	270	66	44	136	210	12	68
gene-SAOUHSC_01705	CP000253.1	1611370	1612074	-	705	419	280	206	324	30	258
gene-SAOUHSC_01706	CP000253.1	1612536	1613756	-	1221	2083	1458	1658	2406	116	1343
gene-SAOUHSC_01707	CP000253.1	1614045	1615274	-	1230	1764	1415	1596	2093	139	1104
gene-SAOUHSC_01708	CP000253.1	1615287	1616039	-	753	963	829	866	1436	205	691
gene-SAOUHSC_01709	CP000253.1	1616039	1617400	-	1362	1570	1585	1766	3611	504	1037
gene-SAOUHSC_01710	CP000253.1	1617414	1617863	-	450	301	281	442	917	53	211
gene-SAOUHSC_01711	CP000253.1	1617865	1618779	-	915	742	656	1355	2173	274	430
gene-SAOUHSC_01712	CP000253.1	1618865	1619566	-	702	488	496	1244	1858	321	260
gene-SAOUHSC_01714	CP000253.1	1619925	1620401	-	477	9466	7368	9364	9412	892	6798
gene-SAOUHSC_01715	CP000253.1	1620429	1621052	-	624	7170	6338	6558	8173	1360	5302
gene-SAOUHSC_01716	CP000253.1	1621052	1622320	-	1269	8786	7584	7115	6618	1726	6379
gene-SAOUHSC_01717	CP000253.1	1622332	1623255	-	924	4064	3734	2950	3288	429	2871
gene-SAOUHSC_01718	CP000253.1	1623258	1623896	-	639	1178	829	986	1004	35	944
gene-SAOUHSC_01719	CP000253.1	1624181	1624489	-	309	6268	4634	9672	12781	4060	4823
gene-SAOUHSC_01720	CP000253.1	1624504	1624932	-	429	5806	5308	10855	20454	3919	4841
gene-SAOUHSC_01721	CP000253.1	1624936	1625196	-	261	4170	3187	9033	13671	1485	3044
gene-SAOUHSC_01722	CP000253.1	1625259	1627889	-	2631	7657	5772	13040	16144	4582	6833
gene-SAOUHSC_01723	CP000253.1	1628232	1630709	-	2478	5641	4258	2989	3410	483	4342
gene-SAOUHSC_01724	CP000253.1	1630711	1631379	-	669	577	474	574	707	53	422
gene-SAOUHSC_01725	CP000253.1	1631841	1632614	-	774	8829	7356	6894	7212	1734	6049
gene-SAOUHSC_01726	CP000253.1	1632623	1632925	-	303	2396	1843	1899	2356	357	1686
gene-SAOUHSC_01727	CP000253.1	1632959	1634101	-	1143	9641	8153	9608	12980	1628	7072
gene-SAOUHSC_01728	CP000253.1	1634413	1635426	+	1014	2439	1834	1988	1985	575	1530
gene-SAOUHSC_01729	CP000253.1	1635663	1635809	-	147	12372	9727	48620	86437	6284	10124
gene-SAOUHSC_01730	CP000253.1	1635849	1636031	-	183	8440	6745	25059	49668	3143	5225
gene-SAOUHSC_01732	CP000253.1	1636204	1636554	-	351	2918	2065	4616	8050	2260	1936
gene-SAOUHSC_01733	CP000253.1	1636551	1636727	-	177	117	74	61	27	2	62
gene-SAOUHSC_01734	CP000253.1	1636666	1637913	+	1248	7747	6942	9490	8940	1300	5394
gene-SAOUHSC_01735	CP000253.1	1638074	1638847	-	774	3787	3465	5865	4837	437	2249
gene-SAOUHSC_01736	CP000253.1	1638847	1638975	-	129	168	104	185	136	58	116
gene-SAOUHSC_01737	CP000253.1	1639308	1641074	-	1767	3696	3143	5935	8310	2006	2766
gene-SAOUHSC_01738	CP000253.1	1641090	1642352	-	1263	1189	985	1642	2144	303	921
gene-SAOUHSC_01739	CP000253.1	1642813	1643688	-	876	3810	2942	7303	11160	870	2608
gene-SAOUHSC_01741	CP000253.1	1643685	1644137	-	453	1871	1692	4275	5165	884	1271
gene-SAOUHSC_01742	CP000253.1	1644149	1646338	-	2190	9162	7304	20772	27791	4518	6301
gene-SAOUHSC_01743	CP000253.1	1646766	1647284	-	519	5168	3088	3291	3161	528	3989
gene-SAOUHSC_01744	CP000253.1	1647306	1649579	-	2274	9320	5598	4591	4744	423	7246
gene-SAOUHSC_01746	CP000253.1	1649782	1652001	-	2220	12596	9712	16277	17580	1934	9447
gene-SAOUHSC_01747	CP000253.1	1652336	1652596	-	261	4162	3562	5968	5233	473	2701
gene-SAOUHSC_01748	CP000253.1	1652615	1653754	-	1140	7848	7526	6341	8896	1438	6015
gene-SAOUHSC_01749	CP000253.1	1653777	1654802	-	1026	6415	6340	3940	6056	1050	5286
gene-SAOUHSC_01750	CP000253.1	1654804	1655808	-	1005	7275	7223	5398	8097	2433	5877
gene-SAOUHSC_01751	CP000253.1	1655840	1656442	-	603	4130	3824	3591	4947	408	3249
gene-SAOUHSC_01752	CP000253.1	1656456	1656911	-	456	2450	2475	3026	2146	312	1753
gene-SAOUHSC_01753	CP000253.1	1656924	1658216	-	1293	11717	11619	11351	16429	3372	9099
gene-SAOUHSC_01755	CP000253.1	1658571	1658855	-	285	57298	54833	28745	31811	12364	47587
gene-SAOUHSC_01756	CP000253.1	1658867	1659187	-	321	32353	28955	15341	19333	3123	28744
gene-SAOUHSC_01757	CP000253.1	1659193	1659501	-	309	76736	75486	40512	81546	11883	72577
gene-SAOUHSC_01758	CP000253.1	1659668	1660198	-	531	4347	3356	1708	1230	107	4002
gene-SAOUHSC_01759	CP000253.1	1660198	1661040	-	843	13211	11349	4851	5360	336	12080
gene-SAOUHSC_01760	CP000253.1	1661240	1661359	-	120	30841	21040	2862	3129	218	28344
gene-SAOUHSC_01761	CP000253.1	1661433	1661906	-	474	48910	32699	5350	6417	235	48205
gene-SAOUHSC_01762	CP000253.1	1662380	1662664	-	285	3676	2687	1794	1428	90	3127
gene-SAOUHSC_01763	CP000253.1	1662732	1663388	-	657	3626	2786	367	239	48	3484
gene-SAOUHSC_01764	CP000253.1	1663415	1664122	-	708	1920	1623	275	158	8	2032
gene-SAOUHSC_01765	CP000253.1	1664224	1664334	+	111	302	139	49	31	1	376
gene-SAOUHSC_01766	CP000253.1	1664392	1665663	-	1272	15010	13705	42121	50519	7397	11202
gene-SAOUHSC_01767	CP000253.1	1665676	1668306	-	2631	18405	18485	53943	65754	11237	14207
gene-SAOUHSC_01768	CP000253.1	1668709	1669269	+	561	3048	2232	4420	5380	737	2330
gene-SAOUHSC_01769	CP000253.1	1669492	1670565	-	1074	6157	3972	10570	7375	1277	4490
gene-SAOUHSC_01770	CP000253.1	1670599	1670700	-	102	568	312	763	571	20	321
gene-SAOUHSC_01771	CP000253.1	1670761	1672047	-	1287	11955	9368	9014	10035	2044	9044
gene-SAOUHSC_01772	CP000253.1	1672095	1673069	-	975	4517	3784	3439	3484	603	3310
gene-SAOUHSC_01773	CP000253.1	1673072	1673740	-	669	2288	1866	1326	1185	102	1705
gene-SAOUHSC_01774	CP000253.1	1673762	1674688	-	927	8307	6637	5699	6253	969	6148
gene-SAOUHSC_01775	CP000253.1	1674730	1675545	-	816	4118	3088	4518	5354	1318	3326
gene-SAOUHSC_01776	CP000253.1	1675567	1676913	-	1347	28264	25975	55718	66166	8536	21016
gene-SAOUHSC_01777	CP000253.1	1677130	1677720	-	591	1129	983	1471	2017	290	886
gene-SAOUHSC_01778	CP000253.1	1677874	1679136	-	1263	38044	29993	24232	22778	5701	26161
gene-SAOUHSC_01779	CP000253.1	1679287	1680588	-	1302	65585	44019	27887	25102	4422	50932
gene-SAOUHSC_01780	CP000253.1	1680636	1680746	-	111	40	30	56	209	30	89
gene-SAOUHSC_01781	CP000253.1	1680751	1681680	-	930	4155	3943	3056	4257	337	3678
gene-SAOUHSC_01782	CP000253.1	1681699	1682307	-	609	1942	2176	1925	3264	926	2007
gene-SAOUHSC_01783	CP000253.1	1682384	1682485	+	102	36	44	5	6	2	55
gene-SAOUHSC_01784	CP000253.1	1682449	1682805	-	357	30205	24918	9318	12262	1862	25158
gene-SAOUHSC_01785	CP000253.1	1682852	1683052	-	201	28625	22938	8283	11843	867	23458
gene-SAOUHSC_01786	CP000253.1	1683081	1683608	-	528	43916	37664	14374	17123	3314	36527
gene-SAOUHSC_01787	CP000253.1	1683837	1685330	-	1494	6175	4902	31236	57389	9370	5969
gene-SAOUHSC_01788	CP000253.1	1685756	1687693	-	1938	6533	5592	28195	80371	15028	4272
gene-SAOUHSC_01789	CP000253.1	1687891	1688013	-	123	7071	6668	18417	32571	1041	5058
gene-SAOUHSC_01791	CP000253.1	1688106	1689026	-	921	7612	6734	10561	12704	2159	6061
gene-SAOUHSC_01792	CP000253.1	1689026	1690426	-	1401	7047	6183	12758	13491	2341	4928
gene-SAOUHSC_01793	CP000253.1	1690427	1690897	-	471	2519	2478	5907	7163	884	1847
gene-SAOUHSC_01794	CP000253.1	1691107	1692132	-	1026	19882	27446	20113	22164	891	18789
gene-SAOUHSC_01795	CP000253.1	1692302	1692925	-	624	4854	3293	4224	6304	1220	3947
gene-SAOUHSC_01796	CP000253.1	1692941	1693813	-	873	3844	2965	4415	4915	554	3176
gene-SAOUHSC_01797	CP000253.1	1693829	1696459	-	2631	9080	6664	11815	12031	1459	6386
gene-SAOUHSC_01798	CP000253.1	1696753	1698240	-	1488	2392	1562	1265	1176	80	2431
gene-SAOUHSC_01799	CP000253.1	1698739	1700400	-	1662	6106	4103	3950	3810	344	4543
gene-SAOUHSC_01800	CP000253.1	1700400	1701104	-	705	1292	936	2565	3244	408	911
gene-SAOUHSC_A01723	CP000253.1	1701056	1701274	+	219	18	23	13	8	0	17
gene-SAOUHSC_01801	CP000253.1	1701494	1702762	-	1269	14448	10049	6306	5134	1032	9857
gene-SAOUHSC_01802	CP000253.1	1702811	1703668	-	858	5947	4543	3286	2770	444	4213
gene-SAOUHSC_01803	CP000253.1	1704280	1705641	+	1362	7923	6201	28867	36558	5095	4367
gene-SAOUHSC_01804	CP000253.1	1705674	1706480	-	807	314	253	188	138	11	265
gene-SAOUHSC_01805	CP000253.1	1706498	1707325	-	828	299	184	118	122	13	173
gene-SAOUHSC_01806	CP000253.1	1707966	1709723	-	1758	11443	8802	38968	31343	11119	7082
gene-SAOUHSC_01807	CP000253.1	1709745	1710668	-	924	4048	3549	9448	13563	6992	2938
gene-SAOUHSC_01808	CP000253.1	1710982	1711926	-	945	12468	7730	6831	8416	1903	10189
gene-SAOUHSC_01809	CP000253.1	1711926	1712783	-	858	7941	5425	5219	6627	986	6186
gene-SAOUHSC_01810	CP000253.1	1712978	1714207	-	1230	6500	4181	4512	6432	1883	4800
gene-SAOUHSC_01811	CP000253.1	1714657	1717854	-	3198	17683	13742	18276	16020	2677	11894
gene-SAOUHSC_01812	CP000253.1	1717875	1718816	-	942	4584	3410	4240	4083	811	2927
gene-SAOUHSC_01813	CP000253.1	1719077	1720375	-	1299	5225	4081	6040	5611	1060	3155
gene-SAOUHSC_01814	CP000253.1	1720580	1720993	+	414	6814	5172	9452	8992	1282	4803
gene-SAOUHSC_01815	CP000253.1	1721298	1721987	-	690	7120	6632	13059	12034	2402	5173
gene-SAOUHSC_01816	CP000253.1	1722162	1723217	+	1056	2840	1971	4635	5449	1314	1979
gene-SAOUHSC_01817	CP000253.1	1723311	1723409	-	99	467	296	676	487	40	289
gene-SAOUHSC_01818	CP000253.1	1723533	1724651	-	1119	14353	14814	12346	14264	3278	9362
gene-SAOUHSC_01819	CP000253.1	1724792	1725292	+	501	19625	17185	51371	46780	23023	8251
gene-SAOUHSC_01820	CP000253.1	1725538	1726740	-	1203	10669	8694	8761	7158	1271	7090
gene-SAOUHSC_01821	CP000253.1	1726828	1727775	-	948	2120	1540	2849	2103	245	1253
gene-SAOUHSC_01822	CP000253.1	1727898	1728392	-	495	6345	4487	9679	6471	673	3205
gene-SAOUHSC_01823	CP000253.1	1728490	1729260	-	771	1317	1243	1120	2030	190	1186
gene-SAOUHSC_01824	CP000253.1	1729304	1730527	-	1224	2406	2365	1843	2803	703	2049
gene-SAOUHSC_01825	CP000253.1	1730527	1731675	-	1149	1830	1557	1437	2097	137	1466
gene-SAOUHSC_01826	CP000253.1	1731824	1731964	+	141	226	189	217	153	61	138
gene-SAOUHSC_01827	CP000253.1	1732038	1733732	-	1695	26706	18315	26912	25715	2967	18860
gene-SAOUHSC_01828	CP000253.1	1733869	1734333	+	465	1232	811	2003	2165	636	797
gene-SAOUHSC_01829	CP000253.1	1734577	1735179	+	603	66087	68076	40858	47870	10070	56046
gene-SAOUHSC_A01754	CP000253.1	1735252	1735506	+	255	127	60	87	89	13	72
gene-SAOUHSC_01830	CP000253.1	1735395	1736138	-	744	1029	723	713	1092	197	797
gene-SAOUHSC_01831	CP000253.1	1736218	1736664	+	447	1330	1135	1810	2181	379	762
gene-SAOUHSC_01832	CP000253.1	1736778	1737938	+	1161	1432	1294	18393	23723	3919	785
gene-SAOUHSC_01833	CP000253.1	1737925	1739529	+	1605	2933	2371	17505	22332	3153	2013
gene-SAOUHSC_01834	CP000253.1	1739623	1739718	+	96	117	95	209	234	46	91
gene-SAOUHSC_01835	CP000253.1	1739679	1740809	-	1131	2652	2037	7262	10731	743	2256
gene-SAOUHSC_01836	CP000253.1	1740916	1742382	-	1467	7862	5700	5028	5855	799	5912
gene-SAOUHSC_01837	CP000253.1	1742510	1743127	-	618	1535	1124	2707	3256	543	1038
gene-SAOUHSC_01838	CP000253.1	1743299	1744573	+	1275	3910	2991	8097	9199	2188	1855
gene-SAOUHSC_01839	CP000253.1	1744667	1745929	-	1263	1201	756	1554	1831	244	719
gene-SAOUHSC_01840	CP000253.1	1746311	1747216	+	906	603	341	830	1113	64	440
gene-SAOUHSC_01841	CP000253.1	1747196	1747288	-	93	1	0	0	0	1	0
gene-SAOUHSC_01843	CP000253.1	1747419	1750106	-	2688	2767	1855	1159	1366	147	1673
gene-SAOUHSC_01844	CP000253.1	1750105	1750194	+	90	7	7	3	5	2	6
gene-SAOUHSC_01845	CP000253.1	1750440	1752107	-	1668	11024	9095	16524	21607	5739	5572
gene-SAOUHSC_01846	CP000253.1	1752547	1754253	-	1707	3958	4557	8451	16633	2830	2432
gene-SAOUHSC_01847	CP000253.1	1754422	1755054	+	633	1091	1118	3617	4341	659	641
gene-SAOUHSC_01849	CP000253.1	1755079	1756248	+	1170	2097	2228	4527	5993	1410	1215
gene-SAOUHSC_01850	CP000253.1	1756346	1757335	-	990	20424	14089	17486	27846	2321	13260
gene-SAOUHSC_01851	CP000253.1	1757408	1757521	-	114	1	1	3	1	1	2
gene-SAOUHSC_01852	CP000253.1	1757875	1758966	-	1092	5442	3675	22595	39297	5386	3665
gene-SAOUHSC_01853	CP000253.1	1759427	1759531	-	105	18	19	23	25	1	15
gene-SAOUHSC_01854	CP000253.1	1759666	1761183	-	1518	37611	30752	58055	75294	25058	25202
gene-SAOUHSC_01855	CP000253.1	1761257	1761748	-	492	37198	28490	55532	32326	6490	20992
gene-SAOUHSC_01856	CP000253.1	1761822	1763135	-	1314	10337	7775	12993	18520	2224	7332
gene-SAOUHSC_01857	CP000253.1	1763159	1766983	-	3825	20331	15024	28717	37127	8350	13672
gene-SAOUHSC_01858	CP000253.1	1767004	1767600	-	597	1544	1037	2349	2863	935	976
gene-SAOUHSC_01859	CP000253.1	1767629	1768486	-	858	1677	1140	2204	1848	340	1161
gene-SAOUHSC_01860	CP000253.1	1768586	1768897	-	312	2105	1411	4945	4511	1302	1270
gene-SAOUHSC_01861	CP000253.1	1768962	1770038	-	1077	3505	2189	3527	3947	1151	2223
gene-SAOUHSC_01863	CP000253.1	1770125	1770436	+	312	2038	1318	4349	4133	220	1590
gene-SAOUHSC_01864	CP000253.1	1770561	1771403	-	843	2153	1635	2536	3233	889	1360
gene-SAOUHSC_01865	CP000253.1	1771873	1772517	-	645	15080	11991	12631	18016	2880	12259
gene-SAOUHSC_01866	CP000253.1	1772532	1773257	-	726	16979	13707	19485	21922	7855	12260
gene-SAOUHSC_01867	CP000253.1	1773873	1774721	-	849	4233	2940	4834	6220	1111	3264
gene-SAOUHSC_01868	CP000253.1	1774725	1776134	-	1410	3122	2397	9729	11439	5760	1989
gene-SAOUHSC_01869	CP000253.1	1776998	1777420	-	423	7490	7928	19222	32921	4004	5990
gene-SAOUHSC_01870	CP000253.1	1777437	1778132	-	696	4450	3377	4683	7260	1000	3529
gene-SAOUHSC_01871	CP000253.1	1778129	1779790	-	1662	4576	3437	6643	6279	1332	3171
gene-SAOUHSC_01872	CP000253.1	1780197	1781465	+	1269	2000	1829	2251	2978	813	1469
gene-SAOUHSC_01873	CP000253.1	1781582	1788142	-	6561	6853	4623	2275	2319	339	5008
gene-SAOUHSC_01874	CP000253.1	1788485	1788796	-	312	482	351	827	1509	652	355
gene-SAOUHSC_01875	CP000253.1	1788818	1791235	-	2418	3665	3140	6951	7684	2366	2547
gene-SAOUHSC_01876	CP000253.1	1791523	1792704	-	1182	2459	2337	2879	2281	602	1639
gene-SAOUHSC_01877	CP000253.1	1792814	1793767	+	954	3044	2296	3928	3970	1044	1810
gene-SAOUHSC_01878	CP000253.1	1793764	1794327	+	564	2357	1676	2836	2931	228	1475
gene-SAOUHSC_01879	CP000253.1	1794447	1794848	-	402	6819	5200	7498	6627	443	4859
gene-SAOUHSC_01880	CP000253.1	1795368	1795592	-	225	157	110	80	120	11	108
gene-SAOUHSC_01881	CP000253.1	1795589	1796080	-	492	200	158	112	90	6	157
gene-SAOUHSC_01882	CP000253.1	1796427	1797254	-	828	7414	5053	5870	6027	896	4727
gene-SAOUHSC_01883	CP000253.1	1797257	1797376	-	120	15	8	11	35	5	25
gene-SAOUHSC_01884	CP000253.1	1797488	1798489	+	1002	4825	6077	28273	40065	5552	2730
gene-SAOUHSC_01886	CP000253.1	1798611	1799075	-	465	1240	1234	1434	1268	293	944
gene-SAOUHSC_01887	CP000253.1	1799088	1800269	-	1182	2634	3058	2482	2974	472	2426
gene-SAOUHSC_01888	CP000253.1	1800280	1800912	-	633	1486	1624	1309	1344	305	1230
gene-SAOUHSC_01889	CP000253.1	1800919	1801923	-	1005	2718	3221	2962	2924	1007	2336
gene-SAOUHSC_01890	CP000253.1	1802443	1803945	-	1503	903	670	888	899	160	658
gene-SAOUHSC_01891	CP000253.1	1804468	1804782	+	315	544	481	323	497	13	420
gene-SAOUHSC_01893	CP000253.1	1804782	1806074	+	1293	1937	1691	1165	1503	65	1815
gene-SAOUHSC_01894	CP000253.1	1806092	1806487	+	396	956	842	620	610	169	887
gene-SAOUHSC_01895	CP000253.1	1806782	1807636	-	855	8653	7225	9304	12024	1659	6513
gene-SAOUHSC_01896	CP000253.1	1807912	1808136	-	225	1174	788	1781	2175	115	813
gene-SAOUHSC_01897	CP000253.1	1808335	1808805	+	471	882	618	1416	1421	73	911
gene-SAOUHSC_01898	CP000253.1	1808918	1809361	+	444	1029	759	1859	2560	67	1050
gene-SAOUHSC_01899	CP000253.1	1809348	1809791	-	444	1214	901	1926	2349	102	1078
gene-SAOUHSC_01900	CP000253.1	1810087	1810722	+	636	1316	758	536	377	32	1063
gene-SAOUHSC_01901	CP000253.1	1811162	1811875	-	714	7221	5354	12293	12716	877	2910
gene-SAOUHSC_01902	CP000253.1	1812135	1812437	+	303	58	26	298	250	26	43
gene-SAOUHSC_01903	CP000253.1	1812693	1813058	+	366	65	51	149	202	22	47
gene-SAOUHSC_01904	CP000253.1	1813055	1813408	+	354	121	76	102	141	14	77
gene-SAOUHSC_01905	CP000253.1	1813964	1814788	+	825	293	249	132	122	10	259
gene-SAOUHSC_01906	CP000253.1	1814821	1815429	+	609	123	75	77	20	30	92
gene-SAOUHSC_01907	CP000253.1	1815492	1816325	-	834	1297	1127	2146	2926	1100	600
gene-SAOUHSC_01908	CP000253.1	1816537	1817445	-	909	9618	7729	10554	11695	576	6733
gene-SAOUHSC_01909	CP000253.1	1817570	1818763	-	1194	9156	7001	9276	11362	2798	7263
gene-SAOUHSC_01910	CP000253.1	1819134	1820726	+	1593	39105	40184	32767	38694	5765	24487
gene-SAOUHSC_01911	CP000253.1	1820862	1821347	-	486	935	883	1295	2087	92	745
gene-SAOUHSC_01912	CP000253.1	1821722	1822468	-	747	972	661	494	346	121	589
gene-SAOUHSC_01913	CP000253.1	1822473	1822946	-	474	215	184	120	144	17	159
gene-SAOUHSC_01914	CP000253.1	1823012	1823269	+	258	933	690	1468	1843	216	579
gene-SAOUHSC_01915	CP000253.1	1823266	1824267	-	1002	978	638	850	792	177	570
gene-SAOUHSC_01916	CP000253.1	1824272	1825750	-	1479	995	682	994	993	305	549
gene-SAOUHSC_01917	CP000253.1	1825909	1826364	-	456	527	330	97	116	5	379
gene-SAOUHSC_01918	CP000253.1	1826667	1827317	+	651	11141	14721	11361	9209	1177	8971
gene-SAOUHSC_01919	CP000253.1	1827398	1828393	+	996	17879	21722	14280	8912	1833	14248
gene-SAOUHSC_01920	CP000253.1	1828469	1829095	+	627	427	359	474	389	27	334
gene-SAOUHSC_01921	CP000253.1	1829136	1829480	+	345	249	166	224	129	6	161
gene-SAOUHSC_01922	CP000253.1	1829578	1830129	+	552	552	328	397	386	37	357
gene-SAOUHSC_01923	CP000253.1	1830347	1830988	-	642	117	71	265	259	24	107
gene-SAOUHSC_01924	CP000253.1	1831102	1831287	-	186	47	17	21	35	2	19
gene-SAOUHSC_01925	CP000253.1	1831289	1831465	-	177	26	24	31	29	35	28
gene-SAOUHSC_01926	CP000253.1	1831476	1831859	-	384	407	335	341	785	167	309
gene-SAOUHSC_01927	CP000253.1	1832051	1832260	-	210	166	125	176	204	14	145
gene-SAOUHSC_01928	CP000253.1	1832463	1832606	-	144	228	188	156	289	7	141
gene-SAOUHSC_01929	CP000253.1	1833027	1833128	+	102	580	415	290	240	4	427
gene-SAOUHSC_01930	CP000253.1	1833476	1833835	-	360	410	241	454	711	55	512
gene-SAOUHSC_01931	CP000253.1	1834373	1838485	-	4113	797	464	1113	1328	222	706
gene-SAOUHSC_01932	CP000253.1	1839335	1840534	-	1200	900	553	1315	1687	430	580
gene-SAOUHSC_01933	CP000253.1	1840527	1842266	-	1740	844	575	1643	1784	615	483
gene-SAOUHSC_01934	CP000253.1	1842247	1842381	-	135	23	6	6	6	3	13
gene-SAOUHSC_01935	CP000253.1	1842446	1843165	-	720	1558	686	317	415	113	667
gene-SAOUHSC_01936	CP000253.1	1843316	1844032	-	717	894	490	273	348	81	417
gene-SAOUHSC_01937	CP000253.1	1844134	1844241	+	108	8	0	3	6	2	6
gene-SAOUHSC_01938	CP000253.1	1844190	1844909	-	720	1134	612	302	504	201	510
gene-SAOUHSC_01939	CP000253.1	1845030	1845749	-	720	1277	783	406	684	146	618
gene-SAOUHSC_01941	CP000253.1	1845807	1846529	-	723	1192	687	446	975	176	614
gene-SAOUHSC_01942	CP000253.1	1846654	1847361	-	708	1261	688	455	792	174	566
gene-SAOUHSC_01943	CP000253.1	1847797	1848015	-	219	63	52	66	91	8	56
gene-SAOUHSC_01944	CP000253.1	1848325	1848891	+	567	992	548	997	743	101	577
gene-SAOUHSC_01945	CP000253.1	1849365	1850063	-	699	682	564	1333	2316	216	536
gene-SAOUHSC_01947	CP000253.1	1850060	1850821	-	762	593	562	1403	1361	598	380
gene-SAOUHSC_01948	CP000253.1	1850818	1851510	-	693	1196	1331	2690	3182	455	812
gene-SAOUHSC_01949	CP000253.1	1851533	1852906	-	1374	1224	978	1358	1742	204	693
gene-SAOUHSC_01950	CP000253.1	1852916	1853434	-	519	72	47	45	47	6	51
