# Program:featureCounts v1.4.6-p3; Command:"../subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-s" "1" "-T" "2" "-a" "../annotation.gff" "-o" "counts_final.txt" "SRR10379721.bam" "SRR10379722.bam" "SRR10379724.bam" "SRR10379725.bam" "SRR10379726.bam" "SSR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379721.bam	SRR10379722.bam	SRR10379724.bam	SRR10379725.bam	SRR10379726.bam	SSR10379723.bam
gene-SAOUHSC_01430	CP000253.1	1367604	1368104	-	501	8678	7938	18762	17695	5257	4227
gene-SAOUHSC_01431	CP000253.1	1368116	1368544	-	429	4422	3544	9888	11611	1371	2448
gene-SAOUHSC_01432	CP000253.1	1368537	1369070	-	534	8102	7862	20287	28663	8938	4007
gene-SAOUHSC_01433	CP000253.1	1369156	1369995	-	840	2178	2038	8810	10773	1740	1289
gene-SAOUHSC_01434	CP000253.1	1370010	1370489	-	480	1721	1546	5874	9579	620	958
gene-SAOUHSC_01435	CP000253.1	1370689	1371645	-	957	1754	1643	4756	5357	1063	1081
gene-SAOUHSC_01436	CP000253.1	1372069	1372506	-	438	2797	1991	2026	2159	495	2093
gene-SAOUHSC_01437	CP000253.1	1372522	1373646	-	1125	6532	5096	6568	7207	1178	4753
gene-SAOUHSC_01438	CP000253.1	1373684	1373935	-	252	1282	842	1680	1973	201	864
gene-SAOUHSC_01439	CP000253.1	1373947	1374168	-	222	780	564	1225	1764	57	650
gene-SAOUHSC_01440	CP000253.1	1374386	1375090	+	705	4529	3296	1047	1228	48	4743
gene-SAOUHSC_01441	CP000253.1	1375155	1375286	-	132	20	7	25	16	25	15
gene-SAOUHSC_01442	CP000253.1	1375528	1375701	-	174	12	8	1	0	0	7
gene-SAOUHSC_01443	CP000253.1	1375631	1376032	+	402	91	54	112	178	27	38
gene-SAOUHSC_01447	CP000253.1	1376091	1404698	-	28608	80474	58059	11716	12280	2277	65938
gene-SAOUHSC_01448	CP000253.1	1405096	1406487	-	1392	1092	718	1473	1161	231	788
gene-SAOUHSC_01450	CP000253.1	1406644	1407966	-	1323	1195	642	1662	2020	345	848
gene-SAOUHSC_01451	CP000253.1	1407997	1409037	-	1041	730	384	1261	1410	421	432
gene-SAOUHSC_01452	CP000253.1	1409132	1410250	-	1119	393	224	637	563	262	237
gene-SAOUHSC_01454	CP000253.1	1410725	1411603	-	879	2191	1764	4621	5969	1069	1460
gene-SAOUHSC_01455	CP000253.1	1411623	1415063	-	3441	6124	4904	12948	16111	946	4222
gene-SAOUHSC_01456	CP000253.1	1415367	1416707	+	1341	1329	1270	609	710	119	953
gene-SAOUHSC_01458	CP000253.1	1416796	1416948	+	153	20	17	19	32	5	18
gene-SAOUHSC_01459	CP000253.1	1416913	1417245	-	333	809	673	730	831	82	627
gene-SAOUHSC_01460	CP000253.1	1417329	1418474	-	1146	1799	1893	1724	1269	187	1368
gene-SAOUHSC_01462	CP000253.1	1419125	1419469	-	345	11910	11806	15355	19562	1505	8834
gene-SAOUHSC_01463	CP000253.1	1419483	1420046	-	564	10026	10971	14899	17886	1874	6880
gene-SAOUHSC_01464	CP000253.1	1420039	1420389	-	351	4476	4122	5557	6643	283	2677
gene-SAOUHSC_01465	CP000253.1	1420444	1420620	-	177	2	2	0	0	5	2
gene-SAOUHSC_01466	CP000253.1	1420878	1421555	+	678	33011	31979	16380	11012	1824	28127
gene-SAOUHSC_01467	CP000253.1	1421552	1423735	+	2184	210392	201473	111417	79892	19654	182948
gene-SAOUHSC_01468	CP000253.1	1424301	1424642	-	342	2741	2132	1923	1877	114	1972
gene-SAOUHSC_01469	CP000253.1	1424647	1425306	-	660	5500	4653	3482	2807	293	3413
gene-SAOUHSC_01470	CP000253.1	1425296	1425982	-	687	4060	3477	3226	3311	256	2556
gene-SAOUHSC_01471	CP000253.1	1426310	1427602	-	1293	8452	6548	13715	12387	2990	5783
gene-SAOUHSC_01472	CP000253.1	1427924	1430617	-	2694	6868	4232	5948	5901	735	4218
gene-SAOUHSC_01473	CP000253.1	1430641	1431612	-	972	1503	1133	2226	2648	225	887
gene-SAOUHSC_01474	CP000253.1	1431599	1432699	-	1101	2149	1399	2474	2296	347	1241
gene-SAOUHSC_01475	CP000253.1	1432806	1433948	-	1143	2839	1864	3118	2647	492	1513
gene-SAOUHSC_01476	CP000253.1	1434189	1434506	-	318	668	476	870	1007	86	324
gene-SAOUHSC_01477	CP000253.1	1434843	1435523	-	681	47025	45542	98898	83222	19534	22408
gene-SAOUHSC_01478	CP000253.1	1435595	1436182	-	588	928	859	2039	2533	186	728
gene-SAOUHSC_01479	CP000253.1	1436172	1436747	-	576	1757	1473	2572	3072	320	1301
gene-SAOUHSC_01480	CP000253.1	1436761	1437864	-	1104	5501	4813	7267	8166	842	4036
gene-SAOUHSC_01481	CP000253.1	1438012	1439310	-	1299	2903	2498	5612	7329	990	1924
gene-SAOUHSC_01482	CP000253.1	1439320	1440384	-	1065	860	786	2647	3154	427	658
gene-SAOUHSC_01483	CP000253.1	1440410	1441576	-	1167	906	827	3877	4618	809	594
gene-SAOUHSC_01484	CP000253.1	1441962	1442162	-	201	14	7	17	24	3	18
gene-SAOUHSC_01485	CP000253.1	1442371	1442802	-	432	3286	2863	6553	5857	695	2064
gene-SAOUHSC_01486	CP000253.1	1442912	1443856	-	945	2482	2340	4225	4618	498	1499
gene-SAOUHSC_01487	CP000253.1	1443873	1444475	-	603	1754	1572	3416	4105	929	1002
gene-SAOUHSC_01488	CP000253.1	1444601	1445173	-	573	639	599	2105	2545	377	416
gene-SAOUHSC_01489	CP000253.1	1445100	1445414	+	315	41	18	9	7	0	17
gene-SAOUHSC_01490	CP000253.1	1445604	1445876	-	273	29154	23948	121922	110687	62696	15173
gene-SAOUHSC_01491	CP000253.1	1446047	1447045	-	999	8027	5907	13898	17187	3477	6215
gene-SAOUHSC_01492	CP000253.1	1447062	1448372	-	1311	7229	5674	14964	17648	3351	4846
gene-SAOUHSC_01493	CP000253.1	1448594	1449769	-	1176	25749	21228	45501	40425	9281	12578
gene-SAOUHSC_A01436	CP000253.1	1450026	1450217	-	192	9	1	3	2	0	3
gene-SAOUHSC_01494	CP000253.1	1450171	1450308	+	138	0	1	0	0	0	1
gene-SAOUHSC_01495	CP000253.1	1450334	1450450	-	117	164	113	225	107	41	117
gene-SAOUHSC_01496	CP000253.1	1450481	1451032	-	552	2317	1823	3483	4458	900	1615
gene-SAOUHSC_01497	CP000253.1	1451217	1452185	+	969	1502	1005	1107	1139	207	1162
gene-SAOUHSC_01499	CP000253.1	1452300	1453286	-	987	3423	3474	3421	2294	450	2315
gene-SAOUHSC_01500	CP000253.1	1453447	1453563	-	117	9	8	27	53	6	13
gene-SAOUHSC_01501	CP000253.1	1453688	1455148	-	1461	18304	17198	49031	58938	19740	10384
gene-SAOUHSC_01502	CP000253.1	1455301	1456680	-	1380	2150	1832	4334	4821	843	1348
gene-SAOUHSC_01503	CP000253.1	1456670	1457623	-	954	848	640	1512	1504	102	639
gene-SAOUHSC_01504	CP000253.1	1457755	1457979	+	225	22531	17593	6311	4821	1370	18334
gene-SAOUHSC_01505	CP000253.1	1458085	1458630	-	546	11278	8517	6544	4122	1152	6694
gene-SAOUHSC_01507	CP000253.1	1458909	1459028	-	120	209	98	141	160	19	156
gene-SAOUHSC_01508	CP000253.1	1459227	1460141	-	915	2118	1253	907	979	88	1570
gene-SAOUHSC_01510	CP000253.1	1460156	1460362	-	207	217	157	87	131	7	191
gene-SAOUHSC_01511	CP000253.1	1460355	1461245	-	891	604	435	308	370	45	474
gene-SAOUHSC_01512	CP000253.1	1461363	1462280	-	918	832	653	496	669	75	722
gene-SAOUHSC_01513	CP000253.1	1462371	1462718	-	348	1096	749	416	279	40	745
gene-SAOUHSC_01514	CP000253.1	1462963	1463799	-	837	0	0	0	0	0	0
gene-SAOUHSC_A01455	CP000253.1	1464035	1464217	-	183	0	0	0	0	0	0
gene-SAOUHSC_01515	CP000253.1	1464415	1465869	-	1455	0	0	0	0	0	0
gene-SAOUHSC_01516	CP000253.1	1465880	1466182	-	303	0	0	0	0	0	0
gene-SAOUHSC_01517	CP000253.1	1466318	1466617	-	300	0	0	0	0	0	0
gene-SAOUHSC_01518	CP000253.1	1466663	1466827	-	165	0	0	0	0	0	0
gene-SAOUHSC_01519	CP000253.1	1466820	1467209	-	390	0	0	0	0	0	0
gene-SAOUHSC_01520	CP000253.1	1467209	1468675	-	1467	0	0	0	0	0	0
gene-SAOUHSC_01521	CP000253.1	1468675	1470585	-	1911	0	0	0	0	0	0
gene-SAOUHSC_01522	CP000253.1	1470601	1470891	-	291	0	0	0	0	0	0
gene-SAOUHSC_01523	CP000253.1	1470891	1472474	-	1584	0	0	0	0	0	0
gene-SAOUHSC_01524	CP000253.1	1472483	1473307	-	825	0	0	0	0	0	0
gene-SAOUHSC_01525	CP000253.1	1473307	1479507	-	6201	0	0	0	0	0	0
gene-SAOUHSC_01526	CP000253.1	1479521	1479679	-	159	0	0	0	0	0	0
gene-SAOUHSC_01527	CP000253.1	1479721	1480071	-	351	0	0	0	0	0	0
gene-SAOUHSC_01528	CP000253.1	1480129	1480584	-	456	0	0	0	0	0	0
gene-SAOUHSC_01529	CP000253.1	1480676	1481317	-	642	0	0	0	0	0	0
gene-SAOUHSC_01530	CP000253.1	1481352	1481747	-	396	0	0	0	0	0	0
gene-SAOUHSC_01531	CP000253.1	1481748	1482149	-	402	0	0	0	0	0	0
gene-SAOUHSC_01532	CP000253.1	1482146	1482478	-	333	0	0	0	0	0	0
gene-SAOUHSC_01533	CP000253.1	1482490	1482768	-	279	0	0	0	0	0	0
gene-SAOUHSC_01535	CP000253.1	1482837	1484000	-	1164	0	0	0	0	0	0
gene-SAOUHSC_01536	CP000253.1	1484012	1484785	-	774	0	0	0	0	0	0
gene-SAOUHSC_01537	CP000253.1	1484769	1486007	-	1239	0	0	0	0	0	0
gene-SAOUHSC_01538	CP000253.1	1486012	1487703	-	1692	0	0	0	0	0	0
gene-SAOUHSC_01539	CP000253.1	1487693	1487998	-	306	0	0	0	0	0	0
gene-SAOUHSC_01540	CP000253.1	1488120	1488434	-	315	0	0	0	0	0	0
gene-SAOUHSC_01541	CP000253.1	1488591	1489028	-	438	0	0	0	0	0	0
gene-SAOUHSC_01542	CP000253.1	1489041	1490408	-	1368	0	0	0	0	0	0
gene-SAOUHSC_01543	CP000253.1	1490389	1490679	-	291	0	0	0	0	0	0
gene-SAOUHSC_01544	CP000253.1	1490813	1490917	+	105	0	0	0	0	0	0
gene-SAOUHSC_01545	CP000253.1	1491020	1491310	-	291	0	0	0	0	0	0
gene-SAOUHSC_01546	CP000253.1	1491243	1491503	-	261	0	0	0	0	0	0
gene-SAOUHSC_01547	CP000253.1	1491472	1493469	-	1998	0	0	0	0	0	0
gene-SAOUHSC_01548	CP000253.1	1493521	1493721	-	201	0	0	0	0	0	0
gene-SAOUHSC_01549	CP000253.1	1493789	1493956	-	168	0	0	0	0	0	0
gene-SAOUHSC_01550	CP000253.1	1493944	1494144	-	201	0	0	0	0	0	0
gene-SAOUHSC_01551	CP000253.1	1494119	1494307	-	189	0	0	0	0	0	0
gene-SAOUHSC_01552	CP000253.1	1494344	1494886	-	543	0	0	0	0	0	0
gene-SAOUHSC_01553	CP000253.1	1494891	1495127	-	237	0	0	0	0	0	0
gene-SAOUHSC_01554	CP000253.1	1495120	1495428	-	309	0	0	0	0	0	0
gene-SAOUHSC_01555	CP000253.1	1495425	1495772	-	348	0	0	0	0	0	0
gene-SAOUHSC_01556	CP000253.1	1495769	1496170	-	402	0	0	0	0	0	0
gene-SAOUHSC_01557	CP000253.1	1496173	1496379	-	207	0	0	0	0	0	0
gene-SAOUHSC_01558	CP000253.1	1496393	1496635	-	243	0	0	0	0	0	0
gene-SAOUHSC_01559	CP000253.1	1496650	1496850	-	201	0	0	0	0	0	0
gene-SAOUHSC_01560	CP000253.1	1496853	1497110	-	258	0	0	0	0	0	0
gene-SAOUHSC_01561	CP000253.1	1497110	1497511	-	402	0	0	0	0	0	0
gene-SAOUHSC_01562	CP000253.1	1497511	1497696	-	186	0	0	0	0	0	0
gene-SAOUHSC_01563	CP000253.1	1497709	1499661	-	1953	0	0	0	0	0	0
gene-SAOUHSC_01565	CP000253.1	1499730	1500287	-	558	0	0	0	0	0	0
gene-SAOUHSC_01566	CP000253.1	1500313	1501479	-	1167	0	0	0	0	0	0
gene-SAOUHSC_01567	CP000253.1	1501476	1501838	-	363	0	0	0	0	0	0
gene-SAOUHSC_01568	CP000253.1	1501853	1502176	-	324	0	0	0	0	0	0
gene-SAOUHSC_01569	CP000253.1	1502255	1502416	-	162	0	0	0	0	0	0
gene-SAOUHSC_01570	CP000253.1	1502429	1502692	-	264	0	0	0	0	0	0
gene-SAOUHSC_01571	CP000253.1	1502717	1502932	-	216	0	0	0	0	0	0
gene-SAOUHSC_01572	CP000253.1	1502987	1503352	+	366	0	0	0	0	0	0
gene-SAOUHSC_01573	CP000253.1	1503321	1503566	-	246	0	0	0	0	0	0
gene-SAOUHSC_01574	CP000253.1	1503582	1503845	-	264	0	0	0	0	0	0
gene-SAOUHSC_A01514	CP000253.1	1503842	1504015	-	174	0	0	0	0	0	0
gene-SAOUHSC_01575	CP000253.1	1503978	1504691	+	714	0	0	0	0	0	0
gene-SAOUHSC_01576	CP000253.1	1504707	1505639	+	933	0	0	0	0	0	0
gene-SAOUHSC_01577	CP000253.1	1505645	1505986	+	342	0	0	0	0	0	0
gene-SAOUHSC_01578	CP000253.1	1506145	1506372	+	228	0	0	0	0	0	0
gene-SAOUHSC_01579	CP000253.1	1506409	1506555	+	147	0	0	0	0	0	0
gene-SAOUHSC_01580	CP000253.1	1506552	1507166	-	615	0	0	0	0	0	0
gene-SAOUHSC_01582	CP000253.1	1507292	1508497	+	1206	0	0	0	0	0	0
gene-SAOUHSC_01583	CP000253.1	1508540	1510567	-	2028	4836	3314	2003	2261	341	4634
gene-SAOUHSC_01584	CP000253.1	1510560	1511429	-	870	1443	1052	705	932	150	1200
gene-SAOUHSC_01585	CP000253.1	1511734	1513485	-	1752	9907	7648	9176	12469	1769	8201
gene-SAOUHSC_01586	CP000253.1	1513466	1514191	-	726	6652	5485	7412	7589	1423	5089
gene-SAOUHSC_01587	CP000253.1	1514324	1515061	-	738	3967	3108	3170	3778	663	3287
gene-SAOUHSC_01588	CP000253.1	1515054	1515596	-	543	1444	1063	1081	1239	218	1097
gene-SAOUHSC_01589	CP000253.1	1515589	1516320	-	732	2641	1910	2948	2692	265	2095
gene-SAOUHSC_01590	CP000253.1	1516412	1516918	+	507	338	199	536	969	87	182
gene-SAOUHSC_01591	CP000253.1	1516996	1517883	-	888	7763	7142	2781	3388	272	6082
gene-SAOUHSC_01592	CP000253.1	1517932	1518381	-	450	7312	5682	3815	3485	348	5103
gene-SAOUHSC_01593	CP000253.1	1518486	1519028	-	543	352	314	783	976	88	261
gene-SAOUHSC_01594	CP000253.1	1519110	1520018	+	909	1754	1529	4016	5017	637	1395
gene-SAOUHSC_01595	CP000253.1	1520234	1520482	-	249	112	92	185	258	85	74
gene-SAOUHSC_01596	CP000253.1	1520498	1521253	-	756	368	242	853	879	87	224
gene-SAOUHSC_01597	CP000253.1	1521425	1522210	+	786	3559	2639	4146	4911	670	2736
gene-SAOUHSC_01598	CP000253.1	1522315	1523235	-	921	1480	947	2780	2707	492	945
gene-SAOUHSC_01599	CP000253.1	1523548	1525032	+	1485	22268	17413	37935	40246	3751	12089
gene-SAOUHSC_01600	CP000253.1	1525235	1526128	+	894	10378	9142	11777	10401	826	7259
gene-SAOUHSC_01601	CP000253.1	1526211	1527860	-	1650	6369	4836	1252	1765	532	4172
gene-SAOUHSC_01602	CP000253.1	1527876	1528895	-	1020	1172	952	611	739	99	728
gene-SAOUHSC_01603	CP000253.1	1528896	1529150	-	255	5	3	0	2	0	8
gene-SAOUHSC_01604	CP000253.1	1529089	1529460	-	372	2578	2411	6550	8075	1797	1310
gene-SAOUHSC_01605	CP000253.1	1529679	1531085	-	1407	19271	15865	27860	26338	4818	11732
gene-SAOUHSC_01606	CP000253.1	1531153	1532286	-	1134	3337	2825	3434	4049	753	1908
gene-SAOUHSC_01607	CP000253.1	1532549	1532728	+	180	28	24	68	87	19	21
gene-SAOUHSC_01608	CP000253.1	1532809	1532901	+	93	6	6	94	59	3	11
gene-SAOUHSC_01609	CP000253.1	1532855	1533835	-	981	2421	1788	2810	3681	406	1781
gene-SAOUHSC_01610	CP000253.1	1533849	1534286	-	438	1270	939	1617	1963	550	756
gene-SAOUHSC_01611	CP000253.1	1534637	1535911	-	1275	23019	14403	9332	9137	1606	16536
gene-SAOUHSC_01612	CP000253.1	1535924	1536907	-	984	13686	9065	5808	6037	1309	9528
gene-SAOUHSC_01613	CP000253.1	1536907	1537899	-	993	13248	8221	5431	5262	1804	9259
gene-SAOUHSC_01614	CP000253.1	1537915	1539336	-	1422	12594	8731	4965	5329	1046	9038
gene-SAOUHSC_01615	CP000253.1	1539487	1541166	-	1680	8381	5084	5129	6648	924	5278
gene-SAOUHSC_01617	CP000253.1	1541182	1541634	-	453	1294	709	1492	1633	61	657
gene-SAOUHSC_01618	CP000253.1	1542066	1542947	-	882	5467	4401	5263	7383	1624	3976
gene-SAOUHSC_01619	CP000253.1	1542925	1543155	-	231	787	665	1034	931	73	558
gene-SAOUHSC_01620	CP000253.1	1543148	1544485	-	1338	5986	5039	8635	9106	1070	4213
gene-SAOUHSC_01621	CP000253.1	1544502	1544891	-	390	3732	3214	5490	6630	474	2753
gene-SAOUHSC_01622	CP000253.1	1544951	1545313	-	363	2314	1853	3569	4311	984	1639
gene-SAOUHSC_01623	CP000253.1	1545328	1546683	-	1356	6815	5965	9572	10712	2874	4912
gene-SAOUHSC_01624	CP000253.1	1546683	1547147	-	465	2803	2612	4051	4521	1262	1992
gene-SAOUHSC_01625	CP000253.1	1547621	1548178	-	558	9762	8028	17573	14971	2533	6740
gene-SAOUHSC_01626	CP000253.1	1548204	1549265	-	1062	2525	1907	6154	10128	1447	1504
gene-SAOUHSC_01627	CP000253.1	1549370	1549951	+	582	2117	1268	3060	3186	123	1492
gene-SAOUHSC_01628	CP000253.1	1549965	1550183	+	219	555	324	681	657	51	394
gene-SAOUHSC_01629	CP000253.1	1550247	1551077	-	831	4024	2609	4037	4374	1356	2827
gene-SAOUHSC_01630	CP000253.1	1551235	1551621	+	387	2873	1992	4328	4089	544	1650
gene-SAOUHSC_01632	CP000253.1	1551986	1553458	-	1473	4233	3598	6659	7596	2744	2641
gene-SAOUHSC_01633	CP000253.1	1553451	1554797	-	1347	2763	2666	4770	5736	839	1872
gene-SAOUHSC_01634	CP000253.1	1554817	1555908	-	1092	1402	1136	2450	3211	359	868
gene-SAOUHSC_01635	CP000253.1	1556067	1556591	-	525	1800	1738	3509	3881	261	985
gene-SAOUHSC_01636	CP000253.1	1556581	1556727	-	147	1	2	0	3	2	0
gene-SAOUHSC_01637	CP000253.1	1556824	1557198	-	375	54	35	51	87	4	48
gene-SAOUHSC_01638	CP000253.1	1557239	1557559	-	321	75	56	57	61	2	41
gene-SAOUHSC_01639	CP000253.1	1557525	1557971	-	447	43	33	37	27	1	30
gene-SAOUHSC_01640	CP000253.1	1557949	1558260	-	312	42	22	27	38	4	35
gene-SAOUHSC_01641	CP000253.1	1558274	1559194	-	921	104	80	64	37	3	102
gene-SAOUHSC_01643	CP000253.1	1559316	1560290	-	975	227	141	94	80	7	151
gene-SAOUHSC_01644	CP000253.1	1560342	1560965	-	624	3935	3050	6836	7114	913	2885
gene-SAOUHSC_01645	CP000253.1	1560962	1561291	-	330	1222	1177	2369	3157	325	1045
gene-SAOUHSC_01646	CP000253.1	1561291	1562277	-	987	2990	2595	5715	6015	2771	2262
gene-SAOUHSC_01647	CP000253.1	1562274	1562477	-	204	180	178	497	681	62	196
gene-SAOUHSC_01648	CP000253.1	1562458	1562910	-	453	780	730	2018	2702	683	633
gene-SAOUHSC_01649	CP000253.1	1562911	1563921	-	1011	921	811	2738	3292	278	792
gene-SAOUHSC_01650	CP000253.1	1563933	1564472	-	540	464	376	1611	2480	219	353
gene-SAOUHSC_01651	CP000253.1	1564681	1564830	-	150	6276	4132	7308	5073	326	3865
gene-SAOUHSC_01652	CP000253.1	1564943	1567018	-	2076	6128	5563	10702	10816	1653	3956
gene-SAOUHSC_01653	CP000253.1	1567139	1567738	-	600	27341	26667	52531	69234	9867	16554
gene-SAOUHSC_01655	CP000253.1	1568014	1568424	-	411	2522	1882	698	901	34	1662
gene-SAOUHSC_01656	CP000253.1	1568411	1569274	-	864	5315	3984	1607	1858	91	3326
gene-SAOUHSC_01657	CP000253.1	1569316	1570101	-	786	5100	3671	1549	1925	89	3256
gene-SAOUHSC_01658	CP000253.1	1570227	1571117	-	891	14597	11828	8352	10923	2166	12692
gene-SAOUHSC_01659	CP000253.1	1571127	1572473	-	1347	13773	11682	9019	11681	1620	11976
gene-SAOUHSC_01660	CP000253.1	1572587	1573687	-	1101	9146	8345	6968	7775	1321	6273
gene-SAOUHSC_01661	CP000253.1	1573690	1574367	-	678	5150	4226	3564	3998	419	3737
gene-SAOUHSC_01662	CP000253.1	1574498	1575604	-	1107	36567	27380	22556	17466	3633	22971
gene-SAOUHSC_01663	CP000253.1	1575828	1577627	-	1800	30007	20734	13432	11862	1511	20057
gene-SAOUHSC_01664	CP000253.1	1577688	1578506	-	819	2427	1734	2763	2781	469	1677
gene-SAOUHSC_01665	CP000253.1	1578517	1579056	-	540	1243	780	1554	1443	104	884
gene-SAOUHSC_01666	CP000253.1	1579475	1580866	+	1392	30320	26249	74331	69490	12896	18876
gene-SAOUHSC_01667	CP000253.1	1581016	1581762	-	747	5082	3646	3050	2986	468	3958
gene-SAOUHSC_01668	CP000253.1	1581790	1582464	-	675	5278	3635	3056	2996	282	3936
gene-SAOUHSC_01669	CP000253.1	1582589	1582765	+	177	35	16	8	8	0	14
gene-SAOUHSC_01670	CP000253.1	1582690	1583094	-	405	3193	2019	1845	1664	173	2169
gene-SAOUHSC_01671	CP000253.1	1583105	1583449	-	345	1154	643	856	802	51	892
gene-SAOUHSC_01672	CP000253.1	1583452	1583919	-	468	2791	1952	2042	2304	219	1830
gene-SAOUHSC_01673	CP000253.1	1583920	1584867	-	948	4394	3165	4641	5940	636	3080
gene-SAOUHSC_01675	CP000253.1	1585171	1585869	-	699	32814	24896	28795	34928	11909	19572
gene-SAOUHSC_01676	CP000253.1	1585886	1586875	-	990	32161	23622	29630	28101	8628	18742
gene-SAOUHSC_01677	CP000253.1	1586893	1587576	-	684	16825	12597	17603	15663	3186	10946
gene-SAOUHSC_01678	CP000253.1	1587820	1587996	-	177	32705	26373	39597	18590	3083	19452
gene-SAOUHSC_01679	CP000253.1	1588289	1589635	-	1347	10790	12205	11355	13853	2112	7782
gene-SAOUHSC_01680	CP000253.1	1589642	1590394	-	753	3180	3643	2590	3112	321	2419
gene-SAOUHSC_01681	CP000253.1	1590396	1591334	-	939	37793	42408	10519	5565	1127	29517
gene-SAOUHSC_01682	CP000253.1	1591338	1592477	-	1140	30330	40876	9186	5163	1395	26577
gene-SAOUHSC_01683	CP000253.1	1592613	1594445	-	1833	608212	674668	111093	25757	5851	450574
gene-SAOUHSC_01684	CP000253.1	1594514	1595140	-	627	164774	192196	30176	5868	195	128908
gene-SAOUHSC_01685	CP000253.1	1595172	1596149	-	978	121548	126427	26499	4263	211	105223
gene-SAOUHSC_01686	CP000253.1	1596250	1597374	-	1125	1659	1465	907	1121	210	1330
gene-SAOUHSC_01687	CP000253.1	1597626	1597754	-	129	461	454	381	550	481	358
gene-SAOUHSC_01688	CP000253.1	1597937	1599760	-	1824	13496	9788	12096	12155	2469	10947
gene-SAOUHSC_01689	CP000253.1	1600106	1600357	+	252	8642	7818	10608	11580	442	6251
gene-SAOUHSC_01690	CP000253.1	1600402	1601376	-	975	4682	3075	1396	1426	90	4314
gene-SAOUHSC_01691	CP000253.1	1601433	1603580	-	2148	1077	786	1220	1428	145	846
gene-SAOUHSC_01692	CP000253.1	1603639	1604070	-	432	1711	1532	3519	3976	416	988
gene-SAOUHSC_01693	CP000253.1	1604192	1604878	-	687	683	591	762	959	112	482
gene-SAOUHSC_01694	CP000253.1	1604918	1605634	-	717	4888	3806	6139	5979	585	3457
gene-SAOUHSC_01695	CP000253.1	1605637	1605990	-	354	3296	2875	3889	5397	894	2409
gene-SAOUHSC_01696	CP000253.1	1605991	1606575	-	585	2806	2767	4867	6257	1565	2175
gene-SAOUHSC_01697	CP000253.1	1606565	1607134	-	570	2624	2137	2646	3662	633	2023
gene-SAOUHSC_01698	CP000253.1	1607137	1607427	-	291	614	514	703	685	48	470
gene-SAOUHSC_01699	CP000253.1	1607431	1608237	-	807	1856	1436	2040	2236	280	1358
gene-SAOUHSC_01700	CP000253.1	1608251	1609351	-	1101	3858	3113	3887	4027	526	2696
gene-SAOUHSC_01701	CP000253.1	1609352	1609879	-	528	1796	1545	1922	2291	213	1442
gene-SAOUHSC_01702	CP000253.1	1609899	1610585	-	687	1639	1385	2025	2107	139	1143
gene-SAOUHSC_01703	CP000253.1	1610631	1610792	-	162	1	2	3	17	1	2
gene-SAOUHSC_01704	CP000253.1	1610899	1611168	+	270	25	14	59	94	6	25
gene-SAOUHSC_01705	CP000253.1	1611370	1612074	-	705	374	259	181	309	29	229
gene-SAOUHSC_01706	CP000253.1	1612536	1613756	-	1221	1995	1406	1595	2323	115	1269
gene-SAOUHSC_01707	CP000253.1	1614045	1615274	-	1230	1484	1216	1432	1998	126	899
gene-SAOUHSC_01708	CP000253.1	1615287	1616039	-	753	843	737	849	1431	204	593
gene-SAOUHSC_01709	CP000253.1	1616039	1617400	-	1362	1387	1485	1738	3594	503	913
gene-SAOUHSC_01710	CP000253.1	1617414	1617863	-	450	250	251	440	915	53	175
gene-SAOUHSC_01711	CP000253.1	1617865	1618779	-	915	572	573	1331	2151	273	343
gene-SAOUHSC_01712	CP000253.1	1618865	1619566	-	702	331	416	1196	1811	316	182
gene-SAOUHSC_01714	CP000253.1	1619925	1620401	-	477	9390	7315	9330	9392	891	6743
gene-SAOUHSC_01715	CP000253.1	1620429	1621052	-	624	7074	6289	6531	8155	1358	5247
gene-SAOUHSC_01716	CP000253.1	1621052	1622320	-	1269	8567	7465	7043	6572	1715	6259
gene-SAOUHSC_01717	CP000253.1	1622332	1623255	-	924	3943	3667	2928	3279	429	2798
gene-SAOUHSC_01718	CP000253.1	1623258	1623896	-	639	1088	793	956	983	34	871
gene-SAOUHSC_01719	CP000253.1	1624181	1624489	-	309	6201	4605	9638	12756	4059	4782
gene-SAOUHSC_01720	CP000253.1	1624504	1624932	-	429	5769	5286	10848	20443	3919	4811
gene-SAOUHSC_01721	CP000253.1	1624936	1625196	-	261	4142	3168	9023	13660	1485	3025
gene-SAOUHSC_01722	CP000253.1	1625259	1627889	-	2631	7301	5553	12969	16098	4571	6628
gene-SAOUHSC_01723	CP000253.1	1628232	1630709	-	2478	5186	3987	2787	3224	469	4039
gene-SAOUHSC_01724	CP000253.1	1630711	1631379	-	669	450	384	524	673	51	338
gene-SAOUHSC_01725	CP000253.1	1631841	1632614	-	774	8713	7280	6853	7178	1727	5977
gene-SAOUHSC_01726	CP000253.1	1632623	1632925	-	303	2356	1816	1892	2348	357	1662
gene-SAOUHSC_01727	CP000253.1	1632959	1634101	-	1143	9357	8015	9521	12911	1622	6905
gene-SAOUHSC_01728	CP000253.1	1634413	1635426	+	1014	1329	763	1168	1097	192	634
gene-SAOUHSC_01729	CP000253.1	1635663	1635809	-	147	12368	9725	48600	86408	6284	10124
